# LUNARVOID Candidate Registry — the ONE project-level list of inferred
# void candidates. Populated by WP2 sag search (Task 18+), enriched by
# WP3 fusion, audited by skeptic. CLAIM DISCIPLINE APPLIES: these are
# INFERENCES with confidence tiers, never detections. FP reporting per
# 10^4 km^2 is computed over the searched area, not over this list.
#
# Schema (one row per candidate; append, never silently delete —
# use status=DOWNGRADED with a reason):
#
# candidate_id   LV-<dtm>-<n> stable unique id
# lon,lat        planetocentric, -180..180
# dtm            NAC DTM name the candidate was found in
# span_m         candidate long-axis span in metres (60-300 prior)
# sag_amp_m      recovered depression amplitude (m)
# score          raw detector score (depth x Frangi)
# confusion      nearest confusion-layer class (rille/chain/ridge/
#                graben/bg) + distance_m — a rille shoulder candidate
#                must show this field before any promotion
# methods        evidence streams currently agreeing," ""|""-separated"
#                (morphometry|gravity|thermal|illumination)
# tier           A = two+ independent methods agree; B = one method,
#                confusion-cleared; C = raw morphometry only
# status         ACTIVE / DOWNGRADED / SUPERSEDED
# first_found    YYYY-MM-DD; updated: YYYY-MM-DD
# evidence       path to the CSV/JSON row(s) backing this candidate
"# notes          one line; failure-mode flags (e.g. ""I14 funnel risk"")"
#
# The two-independent-methods rule: tier A REQUIRES methods to include
# at least one of gravity/thermal/illumination in addition to
# morphometry. Morphometry alone can never exceed tier B.
candidate_id,lon,lat,dtm,span_m,sag_amp_m,score,confusion,methods,tier,status,first_found,updated,evidence,notes
LV-TYCHOPK02-0200cm-r003,-11.844774,-43.466090,TYCHOPK02,2265.0,0.433,0.4328,n/a|rille=324298m|chain=5361m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r004,-11.837405,-43.465659,TYCHOPK02,1623.9,0.408,0.4080,n/a|rille=324387m|chain=5357m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r005,-11.846248,-43.466521,TYCHOPK02,1752.2,0.247,0.2475,n/a|rille=324289m|chain=5352m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r006,-11.839468,-43.466090,TYCHOPK02,2521.4,0.204,0.2039,n/a|rille=324370m|chain=5348m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r006,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r007,-11.772554,-43.457683,TYCHOPK02,1752.2,0.198,0.1985,n/a|rille=325064m|chain=5654m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r007,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r008,-11.868946,-43.470401,TYCHOPK02,1495.7,0.164,0.1636,n/a|rille=324085m|chain=5323m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r008,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r009,-11.700924,-42.722420,TYCHOPK02,1495.7,0.153,0.1533,n/a|rille=306459m|chain=5806m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r009,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r010,-11.739834,-43.163880,TYCHOPK02,1538.5,0.143,0.1434,n/a|rille=317629m|chain=3309m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r010,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r011,-11.792894,-42.711642,TYCHOPK02,854.7,0.138,0.1378,n/a|rille=304812m|chain=3812m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r011,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r012,-11.680290,-43.402716,TYCHOPK02,1880.4,0.134,0.1336,n/a|rille=324875m|chain=4130m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r012,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r013,-11.699745,-42.722204,TYCHOPK02,1495.7,0.126,0.1256,n/a|rille=306471m|chain=5806m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r013,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r014,-11.770196,-43.456390,TYCHOPK02,1324.8,0.125,0.1255,n/a|rille=325062m|chain=5702m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r014,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r015,-11.672036,-43.524290,TYCHOPK02,2179.5,0.125,0.1248,n/a|rille=328258m|chain=4747m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r015,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r016,-11.681174,-43.400992,TYCHOPK02,1025.7,0.124,0.1239,n/a|rille=324816m|chain=4079m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r016,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r017,-11.763122,-43.452079,TYCHOPK02,2222.2,0.121,0.1214,n/a|rille=325044m|chain=5859m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r017,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r018,-11.714779,-42.631670,TYCHOPK02,2777.8,0.118,0.1176,n/a|rille=303857m|chain=3079m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r018,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r019,-11.684122,-42.735353,TYCHOPK02,2008.6,0.114,0.1139,n/a|rille=307051m|chain=6124m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r019,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r020,-11.763416,-43.453157,TYCHOPK02,2222.2,0.108,0.1076,n/a|rille=325069m|chain=5826m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r020,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r021,-11.691491,-43.533990,TYCHOPK02,2008.6,0.101,0.1008,n/a|rille=328247m|chain=4245m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r021,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r022,-11.674984,-43.525584,TYCHOPK02,2265.0,0.100,0.1001,n/a|rille=328251m|chain=4675m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r022,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r023,-11.669089,-43.522566,TYCHOPK02,683.8,0.096,0.0959,n/a|rille=328253m|chain=4829m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r023,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0200cm-r024,-11.807927,-43.463503,TYCHOPK02,1196.6,0.095,0.0949,n/a|rille=324733m|chain=5402m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0200cm-r024,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r001,-11.843595,-43.466306,TYCHOPK02,2564.1,0.453,0.4531,n/a|rille=324320m|chain=5351m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r001,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r002,-11.789356,-42.792260,TYCHOPK02,2991.5,0.452,0.4522,n/a|rille=307004m|chain=3580m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r003,-11.844774,-43.466090,TYCHOPK02,2350.5,0.420,0.4196,n/a|rille=324298m|chain=5361m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r004,-11.837405,-43.465659,TYCHOPK02,1623.9,0.398,0.3977,n/a|rille=324387m|chain=5357m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r005,-11.846248,-43.466521,TYCHOPK02,1837.6,0.222,0.2221,n/a|rille=324289m|chain=5352m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r006,-11.839468,-43.466090,TYCHOPK02,2435.9,0.204,0.2040,n/a|rille=324370m|chain=5348m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r006,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r007,-11.771965,-43.457252,TYCHOPK02,1794.9,0.171,0.1712,n/a|rille=325061m|chain=5669m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r007,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r008,-11.868946,-43.470401,TYCHOPK02,1495.7,0.163,0.1627,n/a|rille=324085m|chain=5323m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r008,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r009,-11.773144,-43.457899,TYCHOPK02,1709.4,0.150,0.1498,n/a|rille=325062m|chain=5646m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r009,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r010,-11.700924,-42.722420,TYCHOPK02,1495.7,0.146,0.1462,n/a|rille=306459m|chain=5806m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r010,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r011,-11.739834,-43.163880,TYCHOPK02,1581.2,0.140,0.1398,n/a|rille=317629m|chain=3309m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r011,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r012,-11.680290,-43.402716,TYCHOPK02,2008.6,0.130,0.1298,n/a|rille=324875m|chain=4130m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r012,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r013,-11.699745,-42.722204,TYCHOPK02,1495.7,0.128,0.1277,n/a|rille=306471m|chain=5806m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r013,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r014,-11.770196,-43.456390,TYCHOPK02,1282.1,0.125,0.1247,n/a|rille=325062m|chain=5702m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r014,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r015,-11.763122,-43.452079,TYCHOPK02,2393.2,0.121,0.1213,n/a|rille=325044m|chain=5859m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r015,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r016,-11.681174,-43.400992,TYCHOPK02,1111.1,0.121,0.1212,n/a|rille=324816m|chain=4079m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r016,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r017,-11.672036,-43.524290,TYCHOPK02,2179.5,0.116,0.1158,n/a|rille=328258m|chain=4747m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r017,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r018,-11.714779,-42.631670,TYCHOPK02,2649.6,0.115,0.1152,n/a|rille=303857m|chain=3079m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r018,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r019,-11.763416,-43.453157,TYCHOPK02,2393.2,0.112,0.1116,n/a|rille=325069m|chain=5826m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r019,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r020,-11.684122,-42.735353,TYCHOPK02,2094.0,0.105,0.1048,n/a|rille=307051m|chain=6124m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r020,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r021,-11.691491,-43.533990,TYCHOPK02,2136.8,0.103,0.1025,n/a|rille=328247m|chain=4245m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r021,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r022,-11.771965,-43.457899,TYCHOPK02,1794.9,0.102,0.1023,n/a|rille=325078m|chain=5650m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r022,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r023,-11.807927,-43.463503,TYCHOPK02,1196.6,0.095,0.0954,n/a|rille=324733m|chain=5402m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r023,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r024,-11.669089,-43.522566,TYCHOPK02,683.8,0.093,0.0932,n/a|rille=328253m|chain=4829m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r024,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r025,-11.674689,-43.525584,TYCHOPK02,2307.7,0.092,0.0923,n/a|rille=328255m|chain=4679m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r025,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0400cm-r026,-11.676458,-43.526662,TYCHOPK02,2564.1,0.092,0.0916,n/a|rille=328260m|chain=4629m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0400cm-r026,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r001,-11.843595,-43.466306,TYCHOPK02,2564.1,0.453,0.4531,n/a|rille=324320m|chain=5351m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r001,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r002,-11.789356,-42.792260,TYCHOPK02,2991.5,0.452,0.4522,n/a|rille=307004m|chain=3580m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r002,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r003,-11.844774,-43.466090,TYCHOPK02,2350.5,0.420,0.4196,n/a|rille=324298m|chain=5361m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r003,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r004,-11.837405,-43.465659,TYCHOPK02,1623.9,0.398,0.3977,n/a|rille=324387m|chain=5357m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r004,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r005,-11.846248,-43.466521,TYCHOPK02,1837.6,0.222,0.2221,n/a|rille=324289m|chain=5352m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r005,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r006,-11.839468,-43.466090,TYCHOPK02,2435.9,0.204,0.2040,n/a|rille=324370m|chain=5348m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r006,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r007,-11.771965,-43.457252,TYCHOPK02,1794.9,0.171,0.1712,n/a|rille=325061m|chain=5669m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r007,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r008,-11.868946,-43.470401,TYCHOPK02,1495.7,0.163,0.1627,n/a|rille=324085m|chain=5323m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r008,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r009,-11.773144,-43.457899,TYCHOPK02,1709.4,0.150,0.1498,n/a|rille=325062m|chain=5646m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r009,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r010,-11.700924,-42.722420,TYCHOPK02,1495.7,0.146,0.1462,n/a|rille=306459m|chain=5806m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r010,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r011,-11.739834,-43.163880,TYCHOPK02,1581.2,0.140,0.1398,n/a|rille=317629m|chain=3309m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r011,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r012,-11.680290,-43.402716,TYCHOPK02,2008.6,0.130,0.1298,n/a|rille=324875m|chain=4130m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r012,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r013,-11.699745,-42.722204,TYCHOPK02,1495.7,0.128,0.1277,n/a|rille=306471m|chain=5806m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r013,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
LV-TYCHOPK02-0500cm-r014,-11.770196,-43.456390,TYCHOPK02,1282.1,0.125,0.1247,n/a|rille=325062m|chain=5702m,morphometry,C,ACTIVE,2026-08-23,2026-08-23,01_WORKSPACE/data/outputs/wp2_sag/transfer/transfer_summary.json#LV-TYCHOPK02-0500cm-r014,below-local-floor; terrain-extrapolation (no local_Amin; FROZEN TRANQPIT1 is mare-only; highland/impact-melt inference)
